,market,sma10,sma10_static,absolute12,absolute12_static
1988-04-30,0.01021576972,0.0046,0.008824303347,0.0046,0.009097367685
1988-05-31,0.002316428356,0.0051,0.00300561857,0.0051,0.002870343481
1988-06-30,0.05261223477,0.0049,0.04079017411,0.0049,0.04311016058
1988-07-31,-0.007482754603,0.004597701149,-0.004367364576,0.0051,-0.004978857099
1988-08-31,-0.02728110385,-0.02728110385,-0.01906572627,0.0059,-0.02067825052
1988-09-30,0.03921335195,0.03921335195,0.03103335679,0.0062,0.03263861654
1988-10-31,0.01761515277,0.01761515277,0.01476194677,0.0061,0.01532186602
1988-11-30,-0.01708195424,-0.01708195424,-0.01144132345,0.005197401299,-0.01254847328
1988-12-31,0.02101486931,0.02101486931,0.0173688427,0.02101486931,0.01808434676
1989-01-31,0.06611110925,0.06611110925,0.05109298625,0.06611110925,0.05404017484
1989-02-28,-0.01628202093,-0.01628202093,-0.01074041045,-0.01628202093,-0.01182812446
1989-03-31,0.02231476093,0.02231476093,0.01844576062,0.02231476093,0.01920502152
1989-04-30,0.0501124432,0.0501124432,0.03935577796,0.0501124432,0.04146668896
1989-05-31,0.04061323523,0.04061323523,0.03250760251,0.04061323523,0.03409826921
1989-06-30,-0.006282854649,-0.006282854649,-0.00296936621,-0.006282854649,-0.003619741729
1989-07-31,0.07871005877,0.07871005877,0.06094185594,0.07871005877,0.06442872607
1989-08-31,0.02161481929,0.02161481929,0.01809269426,0.02161481929,0.01878388361
1989-09-30,-0.001183279843,-0.001183279843,0.000719039176,-0.001183279843,0.0003456496976
1989-10-31,-0.02978089542,-0.02978089542,-0.02072375647,-0.02978089542,-0.02250150266
1989-11-30,0.01721518612,0.01721518612,0.01465930592,0.01721518612,0.01516087732
1989-12-31,0.0178151361,0.0178151361,0.01491237855,0.0178151361,0.0154820219
1990-01-31,-0.07237734379,-0.07237734379,-0.05304601406,-0.07237734379,-0.05684039084
1990-02-28,0.01681521947,0.01630681186,0.0140611083,0.01681521947,0.01460158096
1990-03-31,0.02461456917,0.0064,0.02010139257,0.02461456917,0.020987068
1990-04-30,-0.02678114553,0.006396801599,-0.01844196161,-0.02678114553,-0.02007878672
1990-05-31,0.0910090333,0.09046352878,0.0701438547,0.0910090333,0.07423848198
1990-06-30,-0.004682988043,0.005797101449,-0.001963687501,-0.004682988043,-0.002497435101
1990-07-31,-0.01228235442,-0.01228235442,-0.007557715139,-0.01228235442,-0.008485073053
1990-08-31,-0.0946754846,-0.0946754846,-0.06960047959,-0.0946754846,-0.07452223191
1990-09-30,-0.05517877778,-0.05565118839,-0.04003139867,-0.05565118839,-0.04300454457
1990-10-31,-0.01248233774,0.0068,-0.007708184183,0.0068,-0.00864526082
1990-11-30,0.06911085914,0.0057,0.05339901862,0.0057,0.05648234381
