,market_proxy,market_sma10_rf_5bps,market_absolute12_rf_5bps,market_sma10_delay2_volNone,market_sma10_delay1_vol0.1,market_absolute12_delay2_volNone,market_absolute12_delay1_vol0.1,long_momentum_drag0.015,long_losers_diagnostic_drag0.015,small_momentum_diagnostic_drag0.015,long_quality_drag0.005,low_quality_diagnostic_drag0.005,long_value_drag0.005,joint_value_quality_drag0.005,SPY_hold,SPY_sma210_rf_5bps,SPY_absolute252_rf_5bps,SPY_dual_volNone_delay1,SPY_sma_vol0.1_delay1,SPY_sma_volNone_delay2,SPY_AGG_hold,SPY_AGG_sma210_rf_5bps,SPY_AGG_absolute252_rf_5bps,SPY_AGG_dual_volNone_delay1,SPY_AGG_sma_vol0.1_delay1,SPY_AGG_sma_volNone_delay2,stocks_equal_weight,stocks_mom252_n20_monthly_liq5e+07_15bps,stocks_buffer1.5,stocks_sector30,stocks_delay2,mix_trend_momentum,mix_momentum_quality,mix_trend_momentum_quality,mix_trend_momentum_value
1968-09-30,0.0447128934,0.0447128934,0.0447128934,0.0447128934,0.03566255286,0.0447128934,0.03566255286,0.03479588474,0.05367209575,0.07634352378,0.0308273213,0.06262903458,0.04868286127,0.07830723424,,,,,,,,,,,,,,,,,,0.03975190982,0.03281061088,0.03677605508,0.04272790159
1968-10-31,0.008615903115,0.008615903115,0.008615903115,0.008615903115,0.007676694427,0.008615903115,0.007676694427,0.002336791744,0.02271111473,-0.001158802886,-0.007989461083,0.02249280346,0.03168596256,0.02378501357,,,,,,,,,,,,,,,,,,0.005474777652,-0.002828916232,0.0009847521904,0.01420706145
1968-11-30,0.05841175121,0.05841175121,0.05841175121,0.05841175121,0.04557374193,0.05841175121,0.04557374193,0.08183660105,0.05217398376,0.08343458717,0.05831883537,0.05117282097,0.05436048917,0.07178945736,,,,,,,,,,,,,,,,,,0.07011831992,0.07007183877,0.0661838467,0.06486395815
1968-12-31,-0.03508045355,-0.03508045355,-0.03508045355,-0.03508045355,-0.02731704411,-0.03508045355,-0.02731704411,-0.03951046969,-0.04630191068,-0.008050118015,-0.04772685884,-0.03358676655,-0.0349851823,-0.01973705295,,,,,,,,,,,,,,,,,,-0.03729656912,-0.04362071836,-0.04077491211,-0.03652636354
1969-01-31,-0.007282771277,-0.007282771277,-0.007282771277,-0.007282771277,-0.004236970611,-0.007282771277,-0.004236970611,-0.0160400486,-0.01444206248,-0.008649362808,-0.02024334142,-0.00389817042,0.003646677349,-0.01125834535,,,,,,,,,,,,,,,,,,-0.01166359926,-0.01814274583,-0.01452446686,-0.006562115973
1969-02-28,-0.05407886949,-0.05407886949,-0.05407886949,-0.05407886949,-0.03714995049,-0.05407886949,-0.03714995049,-0.07756251409,-0.03301865109,-0.09883570427,-0.03957026665,-0.05900814552,-0.05045771788,-0.078099919,,,,,,,,,,,,,,,,,,-0.0658265627,-0.05857588843,-0.05707738073,-0.06070532143
1969-03-31,0.03111402726,0.03059847024,0.03111402726,0.03111402726,0.02421296159,0.03111402726,0.02457406129,0.04837876673,0.02161249928,0.04638128409,0.03229870656,0.0482160563,0.02754469278,0.01668198121,,,,,,,,,,,,,,,,,,0.03948417341,0.04033471663,0.03708821892,0.03550301943
1969-04-30,0.01981496935,0.004797601199,0.01981496935,0.01930506187,0.004948202752,0.01981496935,0.01552735647,0.02900318507,0.02530784217,0.01222433084,0.02849129729,0.007309147173,0.0282354042,-0.03779450856,,,,,,,,,,,,,,,,,,0.01689434174,0.02874711321,0.02075870571,0.02067343645
1969-05-31,0.003816303299,0.003816303299,0.003816303299,0.004297851074,0.004021865783,0.003816303299,0.004021865783,0.01192470845,-0.01044709719,0.004034651994,-0.002552732543,0.00536395987,0.008565622219,-0.03081767348,,,,,,,,,,,,,,,,,,0.007868478771,0.004682368591,0.004393583528,0.008100782685
1969-06-30,-0.06687780233,-0.06687780233,-0.06687780233,-0.06687780233,-0.05811488967,-0.06687780233,-0.05811488967,-0.07985961914,-0.03092129431,-0.1239041115,-0.03008722866,-0.09703625741,-0.06877906324,-0.08296863485,,,,,,,,,,,,,,,,,,-0.07337195619,-0.05498586699,-0.05895116815,-0.07184150183
